# TSI BlueSky
# Model: 8143   Serial: 81432124027
# FW: v1.1.1        
# PM sensor
# Model: SPS30   Serial: A576889CB1001F61
Timestamp,PM1,PM2.5,PM4,PM10,PM Sensor Status,Temperature,Relative Humidity,Device Status
2021-08-04 22:34:10,11,12,12,12,0,25.0,48,0
2021-08-04 22:49:10,10,11,11,11,0,25.0,48,0
2021-08-04 23:04:10,9,10,10,10,0,25.0,48,0
2021-08-04 23:19:10,9,9,9,9,0,25.0,48,0
2021-08-04 23:34:10,8,9,9,9,0,25.0,48,0
2021-08-04 23:49:10,7,8,8,8,0,25.0,48,0
2021-08-05 00:04:10,7,7,8,8,0,25.0,48,0
2021-08-05 00:19:10,6,7,7,7,0,25.0,48,0
2021-08-05 00:34:10,6,6,6,6,0,25.0,48,0
2021-08-05 00:49:10,5,6,6,6,0,25.0,48,0
2021-08-05 01:04:10,5,5,5,5,0,25.0,48,0
2021-08-05 01:19:10,5,5,5,5,0,25.0,48,0
2021-08-05 01:34:10,4,5,5,5,0,25.0,48,0
2021-08-05 01:49:10,4,4,4,4,0,25.0,48,0
2021-08-05 02:04:10,4,4,4,4,0,25.0,47,0
2021-08-05 02:19:10,3,4,4,4,0,25.0,47,0
2021-08-05 02:34:10,3,3,3,3,0,25.0,47,0
2021-08-05 02:49:10,3,3,3,3,0,25.0,47,0
2021-08-05 03:04:10,3,3,3,3,0,25.0,47,0
2021-08-05 03:19:10,3,3,3,3,0,25.0,47,0
2021-08-05 03:34:10,2,3,3,3,0,25.0,47,0
2021-08-05 03:49:10,2,2,2,2,0,25.0,47,0
2021-08-05 04:04:10,2,2,2,2,0,25.0,47,0
2021-08-05 04:19:10,2,2,2,2,0,25.0,47,0
2021-08-05 04:34:10,2,2,2,2,0,25.0,47,0
2021-08-05 04:49:10,2,2,2,2,0,25.0,46,0
2021-08-05 05:04:10,2,2,2,2,0,25.0,46,0
2021-08-05 05:19:10,2,2,2,2,0,25.0,46,0
2021-08-05 05:34:10,1,2,2,2,0,25.0,47,0
2021-08-05 05:49:10,1,1,1,1,0,25.0,47,0
2021-08-05 06:04:10,1,1,1,1,0,25.0,47,0
2021-08-05 06:19:10,1,1,1,1,0,25.0,47,0
2021-08-05 06:34:10,1,1,1,1,0,25.0,47,0
2021-08-05 06:49:10,1,1,1,1,0,25.0,47,0
2021-08-05 07:04:10,1,1,1,1,0,25.0,47,0
2021-08-05 07:19:10,1,1,1,1,0,25.0,47,0
2021-08-05 07:34:10,1,1,1,1,0,25.0,47,0
2021-08-05 07:49:10,1,1,1,1,0,25.0,47,0
2021-08-05 08:04:10,1,1,1,1,0,25.1,48,0
2021-08-05 08:19:10,1,1,1,1,0,25.1,48,0
2021-08-05 08:34:10,1,1,1,1,0,25.1,48,0
2021-08-05 08:49:10,1,1,1,1,0,25.1,48,0
2021-08-05 09:04:10,1,1,1,1,0,25.1,48,0
2021-08-05 09:19:10,1,1,1,1,0,25.1,48,0
2021-08-05 09:34:10,1,1,1,1,0,25.1,48,0
2021-08-05 09:49:10,1,1,1,1,0,25.1,48,0
2021-08-05 10:04:10,1,1,1,1,0,25.1,48,0
2021-08-05 10:19:10,1,1,1,1,0,25.1,48,0
2021-08-05 10:34:10,1,1,1,1,0,25.1,48,0
2021-08-05 10:49:10,1,1,1,1,0,25.1,48,0
2021-08-05 11:04:10,1,1,1,1,0,25.5,47,4
2021-08-05 11:19:10,1,1,1,1,0,27.1,44,4
2021-08-05 11:34:10,1,1,1,1,0,27.6,43,4
2021-08-05 11:49:10,1,1,1,1,0,27.6,43,4
2021-08-05 12:04:10,1,1,1,1,0,27.7,43,4
2021-08-05 12:19:10,1,1,1,1,0,27.7,43,4
2021-08-05 12:34:10,1,1,1,1,0,27.7,43,4
2021-08-05 12:49:10,1,1,1,1,0,27.7,43,4
2021-08-05 13:04:10,1,1,1,1,0,27.7,43,4
2021-08-05 13:19:10,0,1,1,1,0,27.7,43,4
2021-08-05 13:34:10,0,1,1,1,0,27.8,43,4
2021-08-05 13:49:10,1,1,1,1,0,27.8,43,4
2021-08-05 14:04:10,0,0,0,0,0,27.8,43,4
2021-08-05 14:19:10,1,1,1,1,0,27.8,43,4
2021-08-05 14:34:10,1,1,1,1,0,27.8,43,4
2021-08-05 14:49:10,0,1,1,1,0,27.8,43,4
2021-08-05 15:04:10,0,0,0,0,0,27.8,43,4
2021-08-05 15:19:10,0,0,0,0,0,27.8,43,4
2021-08-05 15:34:10,0,1,1,1,0,27.8,43,4
2021-08-05 15:49:10,0,1,1,1,0,27.8,43,4
2021-08-05 16:04:10,0,0,0,0,0,27.8,43,4
2021-08-05 16:19:10,0,1,1,1,0,27.8,43,4
2021-08-05 16:34:10,0,0,0,0,0,27.8,43,4
2021-08-05 16:49:10,0,1,1,1,0,27.9,43,4
2021-08-05 17:04:10,0,0,0,0,0,27.8,43,4
2021-08-05 17:19:10,0,1,1,1,0,27.9,43,4
2021-08-05 17:34:10,0,0,0,0,0,27.9,43,4
2021-08-05 17:49:10,0,0,0,0,0,27.9,43,4
2021-08-05 18:04:10,0,0,0,0,0,27.9,43,4
2021-08-05 18:19:10,0,0,0,0,0,27.9,43,4
2021-08-05 18:34:10,0,1,1,1,0,27.9,43,4
2021-08-05 18:49:10,0,0,0,0,0,27.9,43,4
2021-08-05 19:04:10,0,1,1,1,0,27.9,44,4
2021-08-05 19:19:10,0,1,1,1,0,27.9,44,4
2021-08-05 19:34:10,0,0,0,0,0,27.9,44,4
2021-08-05 19:49:10,1,1,1,1,0,27.9,44,4
2021-08-05 20:04:10,0,1,1,1,0,27.9,44,4
2021-08-05 20:19:10,0,0,0,0,0,27.9,44,4
2021-08-05 20:34:10,0,0,0,0,0,27.9,44,4
2021-08-05 20:49:10,0,0,0,0,0,27.9,44,4
2021-08-05 21:04:10,0,0,0,0,0,27.9,44,4
2021-08-05 21:19:10,0,1,1,1,0,27.9,45,4
2021-08-05 21:34:10,0,1,1,1,0,27.9,45,4
2021-08-05 21:49:10,0,0,0,0,0,27.9,45,4
2021-08-05 22:04:10,0,0,0,0,0,27.9,45,4
2021-08-05 22:19:10,0,1,1,1,0,27.9,45,4
2021-08-05 22:34:10,0,0,0,0,0,27.9,45,4
2021-08-05 22:49:10,0,0,0,0,0,27.9,45,4
2021-08-05 23:04:10,0,0,0,0,0,27.9,45,4
2021-08-05 23:19:10,0,0,0,0,0,27.9,45,4
2021-08-05 23:34:10,0,0,0,0,0,27.9,45,4
2021-08-05 23:49:10,0,0,0,0,0,27.9,44,4
2021-08-06 00:04:10,0,0,0,0,0,27.9,44,4
2021-08-06 00:19:10,0,0,0,0,0,27.9,44,4
2021-08-06 00:34:10,0,0,0,0,0,27.9,44,4
2021-08-06 00:49:10,0,0,0,0,0,27.9,44,4
2021-08-06 01:04:10,0,0,0,0,0,27.9,44,4
2021-08-06 01:19:10,0,0,0,0,0,27.9,44,4
2021-08-06 01:34:10,0,0,0,0,0,27.9,44,4
2021-08-06 01:49:10,0,0,0,0,0,27.9,44,4
2021-08-06 02:04:10,0,0,0,0,0,27.9,44,4
2021-08-06 02:19:10,0,0,0,0,0,27.9,44,4
2021-08-06 02:34:10,0,0,0,0,0,27.9,44,4
2021-08-06 02:49:10,0,0,0,0,0,27.9,44,4
2021-08-06 03:04:10,0,0,0,0,0,27.9,44,4
2021-08-06 03:19:10,0,0,0,0,0,27.9,44,4
2021-08-06 03:34:10,0,0,0,0,0,27.9,44,4
2021-08-06 03:49:10,0,0,0,0,0,27.9,44,4
2021-08-06 04:04:10,0,0,0,0,0,27.9,44,4
2021-08-06 04:19:10,0,0,0,0,0,27.9,44,4
2021-08-06 04:34:10,0,0,0,0,0,27.9,44,4
2021-08-06 04:49:10,0,0,0,0,0,27.9,44,4
2021-08-06 05:04:10,0,0,0,0,0,27.9,44,4
2021-08-06 05:19:10,0,0,0,0,0,27.9,44,4
2021-08-06 05:34:10,0,0,0,0,0,27.9,44,4
2021-08-06 05:49:10,0,0,0,0,0,27.9,45,4
2021-08-06 06:04:10,0,0,0,0,0,27.9,45,4
2021-08-06 06:19:10,0,0,0,0,0,27.9,45,4
2021-08-06 06:34:10,0,0,0,0,0,27.9,45,4
2021-08-06 06:49:10,0,0,0,0,0,27.9,45,4
2021-08-06 07:04:10,0,0,0,0,0,27.9,45,4
2021-08-06 07:19:10,0,0,0,0,0,27.9,45,4
2021-08-06 07:34:10,0,0,0,0,0,27.9,45,4
2021-08-06 07:49:10,0,0,0,0,0,27.9,45,4
2021-08-06 08:04:10,0,0,0,0,0,27.9,45,4
2021-08-06 08:19:10,0,0,0,0,0,27.9,45,4
2021-08-06 08:34:10,0,0,0,0,0,27.9,45,4
2021-08-06 08:49:10,0,0,0,0,0,27.9,45,4
2021-08-06 09:04:10,0,0,0,0,0,27.9,45,4
2021-08-06 09:19:10,0,0,0,0,0,27.9,45,4
2021-08-06 09:34:10,0,0,0,0,0,28.0,45,4
2021-08-06 09:49:10,0,1,1,1,0,28.0,45,4
2021-08-06 10:04:10,0,0,0,0,0,28.0,45,4
2021-08-06 10:19:10,0,0,0,0,0,28.0,45,4
2021-08-06 10:34:10,0,1,1,1,0,28.0,46,4
2021-08-06 10:49:10,0,1,1,1,0,28.0,46,4
2021-08-06 11:04:10,0,0,0,0,0,28.0,46,4
2021-08-06 11:19:10,0,1,1,1,0,28.0,46,4
2021-08-06 11:34:10,0,1,1,1,0,28.0,46,4
2021-08-06 11:49:10,0,1,1,1,0,28.0,46,4
2021-08-06 12:04:10,0,1,1,1,0,28.0,46,4
2021-08-06 12:19:10,1,1,1,1,0,28.0,46,4
2021-08-06 12:34:10,1,1,1,1,0,28.0,46,4
2021-08-06 12:54:11,2,2,2,2,0,27.3,50,1
2021-08-06 13:02:51,25,35,41,43,0,26.5,52,0
2021-08-06 13:03:51,35,55,70,72,0,26.4,52,0
2021-08-06 13:04:51,35,55,70,73,0,26.3,53,0
2021-08-06 13:05:51,35,54,67,70,0,26.3,53,0
2021-08-06 13:06:51,35,55,69,72,0,26.2,53,0
2021-08-06 13:07:51,35,56,72,76,0,26.1,53,0
2021-08-06 13:08:51,34,55,70,73,0,26.1,53,0
2021-08-06 13:09:51,34,52,65,68,0,26.0,53,0
2021-08-06 13:10:51,33,50,62,65,0,26.0,54,0
2021-08-06 13:11:51,33,50,62,64,0,25.9,54,0
2021-08-06 13:12:51,33,50,62,65,0,25.9,54,0
2021-08-06 13:13:51,32,48,60,62,0,25.9,54,0
2021-08-06 13:14:51,32,47,59,61,0,25.8,54,0
2021-08-06 13:15:51,31,46,56,59,0,25.8,54,0
2021-08-06 13:16:51,31,47,59,61,0,25.8,54,0
2021-08-06 13:17:51,31,47,59,61,0,25.8,54,0
2021-08-06 13:18:51,30,45,55,57,0,25.8,54,0
2021-08-06 13:19:51,30,44,54,56,0,25.7,54,0
2021-08-06 13:20:51,30,44,55,57,0,25.7,54,0
2021-08-06 13:21:51,29,43,52,54,0,25.7,54,0
2021-08-06 13:22:51,29,41,51,52,0,25.7,54,0
2021-08-06 13:23:51,29,42,51,53,0,25.7,54,0
2021-08-06 13:24:51,29,41,50,52,0,25.7,54,0
2021-08-06 13:25:51,29,42,51,53,0,25.7,55,0
2021-08-06 13:26:51,28,41,51,53,0,25.7,55,0
2021-08-06 13:27:51,26,37,45,47,0,25.6,55,0
2021-08-06 13:28:51,27,39,47,48,0,25.6,55,0
2021-08-06 13:29:51,26,38,46,48,0,25.6,55,0
2021-08-06 13:30:51,26,37,45,47,0,25.6,55,0
2021-08-06 13:31:51,25,35,42,43,0,25.6,55,0
2021-08-06 13:32:51,26,36,44,45,0,25.6,55,0
2021-08-06 13:33:51,26,37,45,47,0,25.6,55,0
2021-08-06 13:34:51,25,35,41,43,0,25.6,55,0
2021-08-06 13:35:51,25,34,41,42,0,25.6,55,0
2021-08-06 13:36:51,24,35,42,43,0,25.6,55,0
2021-08-06 13:37:51,24,33,40,41,0,25.6,55,0
2021-08-06 13:38:51,24,34,40,42,0,25.6,55,0
2021-08-06 13:39:51,24,33,40,41,0,25.6,55,0
2021-08-06 13:40:51,23,32,37,39,0,25.6,55,0
2021-08-06 13:41:51,23,31,36,37,0,25.6,55,0
2021-08-06 13:42:51,24,31,37,38,0,25.6,55,0
2021-08-06 13:43:51,23,31,36,37,0,25.6,55,0
2021-08-06 13:44:51,22,31,36,37,0,25.6,55,0
2021-08-06 13:45:51,22,30,35,36,0,25.6,55,0
2021-08-06 13:46:51,23,32,38,39,0,25.6,55,0
2021-08-06 13:47:51,22,32,38,39,0,25.6,55,0
2021-08-06 13:48:51,22,31,37,38,0,25.6,55,0
2021-08-06 13:49:51,21,30,36,37,0,25.6,55,0
2021-08-06 13:50:51,21,30,36,37,0,25.6,55,0
2021-08-06 13:51:51,21,28,33,34,0,25.6,55,0
2021-08-06 13:52:51,21,28,34,35,0,25.6,55,0
2021-08-06 13:53:51,20,27,32,33,0,25.6,55,0
2021-08-06 13:54:51,21,30,36,37,0,25.6,55,0
2021-08-06 13:55:51,20,26,31,31,0,25.6,55,0
2021-08-06 13:56:51,20,27,32,33,0,25.6,55,0
2021-08-06 13:57:51,20,28,33,34,0,25.6,55,0
2021-08-06 13:58:51,20,27,32,33,0,25.6,55,0
2021-08-06 13:59:51,19,25,29,30,0,25.6,55,0
2021-08-06 14:00:51,19,26,31,32,0,25.6,55,0
2021-08-06 14:01:51,20,27,33,34,0,25.6,55,0
2021-08-06 14:02:51,19,27,32,33,0,25.6,55,0
2021-08-06 14:03:51,19,25,29,30,0,25.6,55,0
2021-08-06 14:04:51,18,23,27,27,0,25.6,55,0
2021-08-06 14:05:51,18,24,28,29,0,25.6,55,0
2021-08-06 14:06:51,18,25,29,30,0,25.6,55,0
2021-08-06 14:07:51,18,24,28,29,0,25.6,55,0
2021-08-06 14:08:51,18,24,27,28,0,25.6,55,0
2021-08-06 14:09:51,18,23,26,27,0,25.6,55,0
2021-08-06 14:10:51,17,23,26,27,0,25.6,55,0
2021-08-06 14:11:51,17,22,25,26,0,25.6,55,0
2021-08-06 14:12:51,17,22,26,27,0,25.6,55,0
2021-08-06 14:13:51,17,23,26,27,0,25.6,55,0
2021-08-06 14:14:51,17,22,26,27,0,25.6,55,0
2021-08-06 14:15:51,16,21,25,25,0,25.6,55,0
2021-08-06 14:16:51,16,21,24,25,0,25.6,55,0
2021-08-06 14:17:51,16,21,24,24,0,25.6,55,0
2021-08-06 14:18:51,16,21,24,25,0,25.6,55,0
2021-08-06 14:19:51,16,21,25,26,0,25.6,55,0
2021-08-06 14:20:51,16,22,26,26,0,25.6,55,0
2021-08-06 14:21:51,16,21,24,24,0,25.6,55,0
2021-08-06 14:22:51,16,21,24,25,0,25.6,55,0
2021-08-06 14:23:51,16,21,24,25,0,25.6,55,0
2021-08-06 14:24:51,15,20,23,23,0,25.6,55,0
2021-08-06 14:25:51,15,21,24,25,0,25.6,55,0
2021-08-06 14:26:51,15,20,22,23,0,25.6,55,0
2021-08-06 14:27:51,15,17,19,19,0,25.6,55,0
2021-08-06 14:28:51,14,17,19,20,0,25.6,55,0
2021-08-06 14:29:51,15,18,21,21,0,25.6,55,0
2021-08-06 14:30:51,14,19,21,22,0,25.6,55,0
2021-08-06 14:31:51,14,17,20,20,0,25.6,55,0
2021-08-06 14:32:51,14,18,20,21,0,25.6,55,0
2021-08-06 14:33:51,15,19,21,21,0,25.6,55,0
2021-08-06 14:34:51,14,19,22,22,0,25.6,55,0
2021-08-06 14:35:51,14,17,20,20,0,25.6,55,0
2021-08-06 14:36:51,14,18,20,21,0,25.6,55,0
2021-08-06 14:37:51,14,17,19,20,0,25.6,55,0
2021-08-06 14:38:51,13,17,20,21,0,25.6,55,0
2021-08-06 14:39:51,13,17,20,20,0,25.6,55,0
2021-08-06 14:40:51,13,17,19,20,0,25.6,55,0
2021-08-06 14:41:51,13,17,19,20,0,25.6,55,0
2021-08-06 14:42:51,13,16,18,18,0,25.6,55,0
2021-08-06 14:43:51,13,17,20,20,0,25.6,55,0
2021-08-06 14:44:51,13,17,20,20,0,25.6,55,0
2021-08-06 14:45:51,13,16,18,19,0,25.6,55,0
2021-08-06 14:46:51,13,16,18,19,0,25.6,55,0
2021-08-06 14:47:51,12,15,17,18,0,25.6,55,0
2021-08-06 14:48:51,12,15,16,17,0,25.6,55,0
2021-08-06 14:49:51,12,15,17,17,0,25.6,55,0
2021-08-06 14:50:51,12,14,16,16,0,25.6,55,0
2021-08-06 14:51:51,11,14,16,16,0,25.6,55,0
2021-08-06 14:52:51,12,15,16,17,0,25.6,55,0
2021-08-06 14:53:51,11,14,15,15,16,25.6,55,16
2021-08-06 14:54:51,12,16,18,18,0,25.6,55,0
2021-08-06 14:55:51,11,14,16,17,0,25.6,55,0
2021-08-06 14:56:51,11,13,15,15,0,25.6,55,0
2021-08-06 14:57:51,11,13,14,14,0,25.6,55,0
2021-08-06 14:58:51,11,14,15,16,0,25.6,55,0
2021-08-06 14:59:51,11,13,15,15,0,25.6,55,0
2021-08-06 15:00:51,11,13,15,15,0,25.6,55,0
2021-08-06 15:01:51,11,13,15,15,0,25.6,55,0
2021-08-06 15:02:51,10,13,14,15,0,25.6,55,0
2021-08-06 15:03:51,11,13,15,15,0,25.6,55,0
2021-08-06 15:04:51,10,12,14,14,0,25.6,55,0
2021-08-06 15:05:51,10,13,14,15,0,25.6,55,0
2021-08-06 15:06:51,10,12,13,13,0,25.6,55,0
2021-08-06 15:07:51,10,12,13,13,0,25.6,55,0
2021-08-06 15:08:51,10,12,13,14,0,25.6,55,0
2021-08-06 15:09:51,10,13,14,14,0,25.6,55,0
2021-08-06 15:10:51,9,11,12,13,0,25.6,55,0
2021-08-06 15:11:51,10,12,13,14,0,25.6,55,0
2021-08-06 15:12:51,10,11,13,13,0,25.6,55,0
2021-08-06 15:13:51,10,12,13,13,0,25.6,55,0
2021-08-06 15:14:51,9,12,13,13,0,25.6,55,0
2021-08-06 15:15:51,9,11,13,13,0,25.6,55,0
2021-08-06 15:16:51,9,11,12,12,0,25.6,55,0
2021-08-06 15:17:51,9,11,12,12,0,25.6,55,0
2021-08-06 15:18:51,9,11,12,12,0,25.6,55,0
2021-08-06 15:19:51,8,10,11,11,0,25.6,55,0
2021-08-06 15:20:51,9,10,11,11,0,25.6,55,0
2021-08-06 15:21:51,8,10,10,11,0,25.6,55,0
2021-08-06 15:22:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:23:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:24:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:25:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:26:51,9,10,11,11,0,25.6,54,0
2021-08-06 15:27:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:28:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:29:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:30:51,8,9,10,10,0,25.6,54,0
2021-08-06 15:31:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:32:51,8,10,11,11,0,25.6,54,0
2021-08-06 15:33:51,8,10,12,12,0,25.6,54,0
2021-08-06 15:34:51,7,9,11,11,0,25.6,54,0
2021-08-06 15:35:51,8,10,12,12,0,25.6,54,0
2021-08-06 15:36:51,7,10,11,11,0,25.6,54,0
2021-08-06 15:37:51,8,9,10,11,0,25.6,54,0
2021-08-06 15:38:51,7,9,10,10,0,25.6,54,0
2021-08-06 15:39:51,7,9,10,10,0,25.6,54,0
2021-08-06 15:40:51,8,9,10,10,0,25.6,54,0
2021-08-06 15:41:51,7,9,10,10,0,25.6,54,0
2021-08-06 15:42:51,7,9,11,11,0,25.6,54,0
2021-08-06 15:43:51,7,9,10,11,0,25.6,54,0
2021-08-06 15:44:51,7,9,10,10,0,25.6,54,0
2021-08-06 15:45:51,7,8,9,9,0,25.6,54,0
2021-08-06 15:46:51,7,8,9,9,0,25.6,54,0
2021-08-06 15:47:51,7,8,9,9,0,25.6,54,0
2021-08-06 15:48:51,7,8,9,9,0,25.6,54,0
2021-08-06 15:49:51,7,8,8,8,0,25.6,54,0
2021-08-06 15:50:51,7,8,9,9,0,25.6,54,0
2021-08-06 15:51:51,7,8,9,9,0,25.6,54,0
2021-08-06 15:52:51,7,8,9,10,0,25.6,54,0
2021-08-06 15:53:51,7,8,9,9,0,25.6,54,0
2021-08-06 15:54:51,6,8,9,9,0,25.6,54,0
2021-08-06 15:55:51,6,8,8,8,0,25.6,54,0
2021-08-06 15:56:51,6,7,8,8,0,25.6,54,0
2021-08-06 15:57:51,6,7,8,8,0,25.6,54,0
2021-08-06 15:58:51,6,7,7,8,0,25.6,54,0
2021-08-06 15:59:51,6,7,7,7,0,25.6,54,0
2021-08-06 16:00:51,5,6,7,7,0,25.6,54,0
2021-08-06 16:01:51,6,7,7,8,0,25.6,54,0
2021-08-06 16:02:51,6,7,7,7,0,25.6,54,0
2021-08-06 16:03:51,6,6,7,7,0,25.6,54,0
2021-08-06 16:04:51,6,6,7,7,0,25.6,54,0
2021-08-06 16:05:51,6,7,7,7,0,25.6,54,0
2021-08-06 16:06:51,6,6,7,7,0,25.6,54,0
2021-08-06 16:07:51,6,7,7,7,0,25.6,54,0
2021-08-06 16:08:51,6,7,7,7,0,25.6,54,0
2021-08-06 16:09:51,6,7,7,7,0,25.6,54,0
2021-08-06 16:10:51,5,6,7,7,0,25.6,54,0
2021-08-06 16:11:51,6,7,8,8,0,25.6,54,0
2021-08-06 16:12:51,5,6,7,7,0,25.6,54,0
2021-08-06 16:13:51,5,6,7,7,0,25.6,54,0
2021-08-06 16:14:51,6,6,7,7,0,25.6,54,0
2021-08-06 16:15:51,5,6,7,7,0,25.6,54,0
2021-08-06 16:16:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:17:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:18:51,5,5,6,6,0,25.6,54,0
2021-08-06 16:19:51,5,6,6,7,0,25.6,54,0
2021-08-06 16:20:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:21:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:22:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:23:51,5,5,6,6,0,25.6,54,0
2021-08-06 16:24:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:25:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:26:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:27:51,5,6,6,7,0,25.6,54,0
2021-08-06 16:28:51,5,5,6,6,0,25.6,54,0
2021-08-06 16:29:51,5,5,5,6,0,25.6,54,0
2021-08-06 16:30:51,5,5,6,6,0,25.6,54,0
2021-08-06 16:31:51,4,5,6,6,0,25.6,54,0
2021-08-06 16:32:51,4,5,5,5,0,25.6,54,0
2021-08-06 16:33:51,5,5,5,6,0,25.6,54,0
2021-08-06 16:34:51,4,5,5,5,0,25.6,54,0
2021-08-06 16:35:51,5,5,6,6,0,25.6,54,0
2021-08-06 16:36:51,4,5,6,6,0,25.6,54,0
2021-08-06 16:37:51,4,5,6,6,0,25.6,54,0
2021-08-06 16:38:51,4,5,6,6,0,25.6,54,0
2021-08-06 16:39:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:40:51,5,6,6,6,0,25.6,54,0
2021-08-06 16:41:51,5,5,6,6,0,25.6,54,0
2021-08-06 16:42:51,4,5,6,6,0,25.6,54,0
2021-08-06 16:43:51,4,5,5,5,0,25.6,54,0
2021-08-06 16:44:51,4,5,5,5,0,25.6,54,0
2021-08-06 16:45:51,4,5,5,5,0,25.6,53,0
2021-08-06 16:46:51,4,5,5,5,0,25.6,53,0
2021-08-06 16:47:51,4,4,5,5,0,25.6,53,0
2021-08-06 16:48:51,4,4,5,5,0,25.6,53,0
2021-08-06 16:49:51,4,4,4,4,0,25.6,53,0
2021-08-06 16:50:51,4,5,5,5,0,25.6,53,0
2021-08-06 16:51:51,4,5,5,5,0,25.6,53,0
2021-08-06 16:52:51,4,4,5,5,0,25.6,53,0
